Diet,Treatment,Animal,Time,Glucose,GIR (uL/min),GIR (mg/kg/min),GIR-AUC,3H-Glu,3H-H20,14C-2DG,Insulin,Hct,Lactate,T,Glu-Blood,Glu-Plasma,GIR,DPM,SA,Prt,Tir,Gtr,HGP,sHGP,Glu-Clearance,Ins-Clearance,Glycolysis,Glycogen,
HFD,Water,W1,-10,132,0,0,,1247.61,,,12.35,39.11,,-10,132,216.73,0,1247.61,129742.32,1,2606790.3,20.09,20.09,,15.22,87.90142383,8.82,11.27,
HFD,Water,W1,10,128,1.2,20.07,100.36,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W1,20,75,1.27,21.24,206.58,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W1,30,93,1.6,26.76,240.04,,,,,,,,,,,,,,,,,,,,,,106.2921078
HFD,Water,W1,40,84,2,33.45,301.09,,,,,,,,,,,,,,,,,,,,,,52.92285819
HFD,Water,W1,50,103,2.5,41.82,376.36,,,,,,,,,,,,,,,,,,,,,,98.47060369
HFD,Water,W1,60,115,2.9,48.51,451.64,,,,,,,,,,,,,,,,,,,,,,77.5970758
HFD,Water,W1,70,157,3.5,58.55,535.27,,,,,,,,,,,,,,,,,,,,,,93.02496679
HFD,Water,W1,80,176,3.35,56.04,1045.45,1170.21,2921.82,8194.54,,,,80,176,271.71,56.04,1170.21,97067.99,2,5213580.6,53.71,-2.33,111.58,30.52,,23.65,30.07,58.20689157
HFD,Water,W1,85,158,2.8,46.84,257.18,1028.58,2990.08,4712.23,,,,85,158,253.59,46.84,1028.58,91416.02,2,5213580.6,57.03,10.2,49.26,36.1,,29.7,27.33,93.47342855
HFD,Water,W1,90,170,2.8,46.84,234.18,1130.77,2961.23,2763.42,,,,90,170,254.22,46.84,1130.77,100251.17,2,5213580.6,52.01,5.17,74.27,30.59,,22.95,29.06,
HFD,Water,W1,100,147,2.7,45.16,460,993.85,3195.99,1376.62,,39.37,,100,147,216.73,45.16,993.85,103353.13,2,5213580.6,50.44,5.28,73.72,34.32,,24.97,25.47,
HFD,Water,W1,110,92,2.7,45.16,451.64,772.17,3451.4,652.37,,,,110,92,154.25,45.16,772.17,112826.23,2,5213580.6,46.21,1.05,94.8,50.23,,33.48,12.73,
HFD,Water,W1,120,97,2.9,48.51,468.36,721.93,3715.57,426.53,103.85,,,120,97,151.75,48.51,721.93,107222.63,2,5213580.6,48.62,0.11,99.43,50.13,,35.16,13.46,
HFD,Water,W2,-10,140,0,0,,774.38,,,17.95,38.79,,-10,140,228.6,0,774.38,84015.38,1,2200382.2,26.19,26.19,,18.71,110.5175465,10.08,16.11,
HFD,Water,W2,10,142,1.2,18.4,92,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W2,20,113,1.45,22.23,203.17,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W2,30,107,1.77,27.14,246.87,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W2,40,112,1.97,30.21,286.73,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W2,50,114,2.09,32.05,311.27,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W2,60,115,2.2,33.73,328.9,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W2,70,116,2.28,34.96,343.47,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W2,80,109,2.36,36.19,355.73,1076.05,1261.48,6770.78,,,,80,109,169.87,36.19,1076.05,157108.37,2,4400764.4,28.01,-8.18,131.22,25.7,,7.41,20.61,
HFD,Water,W2,85,100,2.48,38.03,185.53,1396.16,1005.27,2257.47,,,,85,100,157.37,38.03,1396.16,220032.03,2,4400764.4,20,-18.03,168.83,20,,4.12,15.89,
HFD,Water,W2,90,119,2.72,41.71,199.33,827.84,1564.55,1349.85,,,,90,119,178.62,41.71,827.84,114949.38,2,4400764.4,38.28,-3.42,113.07,32.17,,12.67,25.61,
HFD,Water,W2,100,137,2.65,40.63,411.7,998.22,1436.7,826.46,,35.29,,100,137,216.1,40.63,998.22,114562.98,2,4400764.4,38.41,-2.22,108.48,28.04,,11.08,27.33,
HFD,Water,W2,110,131,2.6,39.87,402.5,1485.71,991.47,582.46,,,,110,131,199.86,39.87,1485.71,184370.16,2,4400764.4,23.87,-16,161.08,18.22,,4.47,19.4,
HFD,Water,W2,120,150,2.6,39.87,398.67,896.82,1885.93,436.75,146.79,,,120,150,227.35,39.87,896.82,97834.14,2,4400764.4,44.98,5.12,80.47,29.99,,13.88,31.11,
HFD,Water,W3,-10,115,0,0,,1339.81,,,6.46,29.21,,-10,115,209.84,0,1339.81,158355.87,1,2207741.4,13.94,13.94,,12.12,94.26226151,9.78,4.16,
HFD,Water,W3,10,122,1.4,21.54,107.69,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W3,20,141,1.35,20.77,211.54,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W3,30,103,1.65,25.38,230.77,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W3,40,85,1.98,30.46,279.23,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W3,50,90,2.3,35.38,329.23,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W3,60,101,2.5,38.46,369.23,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W3,70,103,2.75,42.31,403.85,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W3,80,121,2.7,41.54,419.23,988.85,3724.48,,,,,80,121,221.09,41.54,988.85,110929.68,2,4415482.7,39.8,-1.73,112.44,32.9,,37.9,1.91,
HFD,Water,W3,85,120,2.7,41.54,207.69,979.41,4030.24,7586.57,,,,85,120,214.34,41.54,979.41,113329.64,2,4415482.7,38.96,-2.58,118.48,32.47,,36.61,2.35,
HFD,Water,W3,90,115,2.76,42.46,210,833.46,4005.98,1429.01,,,,90,115,193.35,42.46,833.46,106912.91,2,4415482.7,41.3,-1.16,108.33,35.91,,42.92,-1.63,
HFD,Water,W3,100,114,2.76,42.46,424.62,766.32,4334.44,698.55,,31.5,,100,114,179.85,42.46,766.32,105676.75,2,4415482.7,41.78,-0.68,104.87,36.65,,44.32,-2.54,
HFD,Water,W3,110,94,2.96,45.54,440,631.38,4550.29,452.19,,,,110,94,166.36,45.54,631.38,94131.78,2,4415482.7,46.91,1.37,90.18,49.9,,67.74,-20.84,
HFD,Water,W3,120,101,3,46.15,458.46,518,4977.41,322.21,103.56,,,120,101,167.85,46.15,518,76538.16,2,4415482.7,57.69,11.54,17.25,57.12,,95.37,-37.68,
HFD,Water,W4,-10,157,0,0,,751.35,,,20.82,44.35,,-10,157,242.97,0,751.35,70629.58,1,1839648.6,26.05,26.05,,16.59,106.2921078,17.28,8.77,
HFD,Water,W4,10,131,1.2,15.73,78.63,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W4,20,97,1.4,18.35,170.37,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W4,30,91,1.75,22.93,206.41,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W4,40,97,2.15,28.18,255.56,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W4,50,95,2.55,33.42,307.98,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W4,60,100,3,39.32,363.68,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W4,70,100,3.3,43.25,412.82,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W4,80,117,3.7,48.49,458.69,969.7,2203.01,5211.13,,,,80,117,178.62,48.49,969.7,123997.91,2,3679297.2,29.67,-18.82,172.25,25.36,,15.04,14.63,
HFD,Water,W4,85,123,3.7,48.49,242.45,882.59,2216.84,2155.43,,,,85,123,187.36,48.49,882.59,107590.05,2,3679297.2,34.2,-14.29,154.87,27.8,,19.01,15.19,
HFD,Water,W4,90,137,3.75,49.15,244.09,828.51,2261.39,1338.14,,,,90,137,203.61,49.15,828.51,92939.52,2,3679297.2,39.59,-9.56,136.69,28.9,,22.87,16.72,
HFD,Water,W4,100,142,3.7,48.49,488.18,817,2487.92,701.59,,39.47,,100,142,210.48,48.49,817,88655.79,2,3679297.2,41.5,-6.99,126.83,29.23,,24.25,17.25,
HFD,Water,W4,110,159,3.67,48.1,482.93,841.76,2627.07,467.56,,,,110,159,231.72,48.1,841.76,82968.82,2,3679297.2,44.35,-3.75,114.4,27.89,,24.73,19.62,
HFD,Water,W4,120,170,3.55,46.52,473.11,865.45,2769.98,379.77,122.09,,,120,170,252.97,46.52,865.45,78140.39,2,3679297.2,47.09,0.56,97.84,27.7,,26.07,21.01,
HFD,Water,W5,-10,154,0,0,,685.19,,,12.92,40.49,,-10,154,242.35,0,685.19,65896.06,1,1866411.2,28.32,28.32,,18.39,52.92285819,12.19,16.13,
HFD,Water,W5,10,179,1.2,17.2,85.98,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W5,20,83,1.2,17.2,171.96,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W5,30,90,1.6,22.93,200.62,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W5,40,89,2,28.66,257.94,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W5,50,102,2.5,35.83,322.43,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W5,60,113,2.8,40.12,379.75,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W5,70,94,3.1,44.42,422.74,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W5,80,108,3.6,51.59,480.06,709.1,1471.18,6744.27,,,,80,108,158,51.59,709.1,104602,2,3732822.4,35.69,-15.9,156.15,33.04,,13.8,21.89,
HFD,Water,W5,85,130,3.6,51.59,257.94,580.61,1507.05,2649.69,,,,85,130,186.74,51.59,580.61,72465.97,2,3732822.4,51.51,-0.08,100.27,39.62,,23.89,27.62,
HFD,Water,W5,90,149,3.6,51.59,257.94,551.21,1489.03,1659.37,,,,90,149,209.23,51.59,551.21,61400.8,2,3732822.4,60.79,9.21,67.5,40.8,,29.03,31.76,
HFD,Water,W5,100,156,3.45,49.44,505.14,509.26,1564.97,850.26,,35,,100,156,218.6,49.44,509.26,54295.83,2,3732822.4,68.75,19.31,31.82,44.07,,35.46,33.29,
HFD,Water,W5,110,160,3.3,47.29,483.64,558.74,1744.31,580.53,,,,110,160,236.1,47.29,558.74,55157.14,2,3732822.4,67.68,20.39,28.02,42.3,,33.5,34.18,
HFD,Water,W5,120,153,3.1,44.42,458.57,554.78,1848.53,451.07,106.43,,,120,153,226.73,44.42,554.78,57030.04,2,3732822.4,65.45,21.03,25.75,42.78,,32.77,32.68,
HFD,Water,W6,-10,145,0,0,,454.38,,,17.09,37.6,,-10,145,215.48,0,454.38,48077.6,1,1616143.3,33.62,33.62,,23.18,98.47060369,16.65,16.97,
HFD,Water,W6,10,160,1.2,15.82,79.08,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W6,20,205,1.35,17.79,168.05,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W6,30,217,1.05,13.84,158.17,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W6,40,163,0.35,4.61,92.26,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W6,50,130,0.95,12.52,85.67,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W6,60,130,1.33,17.53,150.26,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W6,70,113,1.38,18.19,178.6,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W6,80,103,1.51,19.9,190.46,1066.07,1081.71,8942.83,,,,80,103,156.75,19.9,1066.07,155064.44,2,3232286.5,20.84,0.94,97.2,20.24,,4.51,16.34,
HFD,Water,W6,85,117,1.55,20.43,100.83,966.86,1215.15,3823.29,,,,85,117,183.62,20.43,966.86,120056.48,2,3232286.5,26.92,6.49,80.68,23.01,,6.62,20.31,
HFD,Water,W6,90,140,1.55,20.43,102.15,996.75,1190.33,2372.36,,,,90,140,211.11,20.43,996.75,107648.05,2,3232286.5,30.03,9.6,71.45,21.45,,6.88,23.15,
HFD,Water,W6,100,110,1.4,18.45,194.41,901.89,1272.99,1231.14,,38.66,,100,110,168.62,18.45,901.89,121948.14,2,3232286.5,26.51,8.05,76.04,24.1,,6.82,19.68,
HFD,Water,W6,110,107,1.48,19.51,189.8,889.93,1293.76,851.64,,,,110,107,151.75,19.51,889.93,133707.8,2,3232286.5,24.17,4.67,86.12,22.59,,5.83,18.34,
HFD,Water,W6,120,116,1.55,20.43,199.68,874.57,1434.61,690.91,274.77,,,120,116,179.87,20.43,874.57,110860.08,2,3232286.5,29.16,8.73,74.04,25.13,,7.83,21.33,
HFD,Water,W7,-10,156,0,0,,815.05,,,16.37,30.93,,-10,156,206.11,0,815.05,93383.39,1,1729746.2,18.52,18.52,,11.87,77.5970758,6.81,11.72,
HFD,Water,W7,10,132,1.1,13.57,67.83,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W7,20,108,1.2,14.8,141.82,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W7,30,89,1.45,17.88,163.4,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W7,40,98,1.85,22.82,203.49,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W7,50,100,2.2,27.13,249.73,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W7,60,96,2.85,35.15,311.39,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W7,70,111,3.4,41.93,385.39,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W7,80,124,3.65,45.01,434.72,828.21,1902.37,7282.13,,,,80,124,182.99,45.01,828.21,106879.01,2,3459492.4,32.37,-12.65,168.27,26.1,,13.07,19.3,
HFD,Water,W7,85,150,3.65,45.01,225.07,814.27,1975.16,2690.97,,,,85,150,202.36,45.01,814.27,95022.34,2,3459492.4,36.41,-8.61,146.46,24.27,,13.67,22.74,
HFD,Water,W7,90,162,3.6,44.4,223.53,858.53,2007.68,1706.26,,,,90,162,232.97,44.4,858.53,87021.67,2,3459492.4,39.75,-4.64,125.06,24.54,,15.09,24.66,
HFD,Water,W7,100,169,3.4,41.93,431.64,866.37,2174.01,935.79,,29.24,,100,169,246.1,41.93,866.37,83134.33,2,3459492.4,41.61,-0.32,101.71,24.62,,15.85,25.76,
HFD,Water,W7,110,171,3.2,39.46,406.97,845.7,2169.09,649.78,,,,110,171,242.97,39.46,845.7,82194.3,2,3459492.4,42.09,2.63,85.83,24.61,,16.03,26.06,
HFD,Water,W7,120,149,2.8,34.53,369.97,887.5,2334.05,472.59,137.74,,,120,149,209.23,34.53,887.5,100166.03,2,3459492.4,34.54,0.01,99.96,23.18,,12.39,22.15,
HFD,Water,W8,-10,108,0,0,,693.01,,,44.38,46.93,,-10,108,189.24,0,693.01,86478.96,1,1767658.4,20.44,20.44,,18.93,93.02496679,18.81,1.63,
HFD,Water,W8,10,95,1.2,15.12,75.62,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W8,20,74,1.65,20.79,179.59,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W8,30,87,2.15,27.1,239.45,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W8,40,88,2.65,33.4,302.47,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W8,50,103,3.3,41.59,374.93,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W8,60,108,3.5,44.11,428.49,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W8,70,115,3.65,46,450.55,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W8,80,110,3.8,47.89,469.45,1125.55,1879.13,5646.47,,,,80,110,189.24,47.89,1125.55,140454.54,2,3535316.9,25.17,-22.72,211.15,22.88,,14,11.17,
HFD,Water,W8,85,112,3.8,47.89,239.45,843.37,2142.35,1517.24,,,,85,112,184.86,47.89,843.37,107731.87,2,3535316.9,32.82,-15.07,173.75,29.3,,23.37,9.45,
HFD,Water,W8,90,110,3.8,47.89,239.45,784.37,2238.95,816.62,,,,90,110,184.24,47.89,784.37,100535.01,2,3535316.9,35.17,-12.73,162.26,31.97,,27.32,7.84,
HFD,Water,W8,100,114,3.85,48.52,482.05,737.7,2394.13,494.11,,39.73,,100,114,184.86,48.52,737.7,94233.61,2,3535316.9,37.52,-11,153.83,32.91,,30.01,7.51,
HFD,Water,W8,110,122,3.9,49.15,488.36,799.31,2530.93,343.4,,,,110,122,199.24,49.15,799.31,94739.13,2,3535316.9,37.32,-11.83,157.9,30.59,,27.74,9.57,
HFD,Water,W8,120,123,3.9,49.15,491.51,845.78,2602.94,310.5,176.67,,,120,123,214.23,49.15,845.78,93230.18,2,3535316.9,37.92,-11.23,154.94,30.83,,28.42,9.5,
HFD,Water,W9,-10,145,0,0,,496.76,,,43.38,45.19,,-10,145,238.6,0,496.76,48230.83,1,1996586.2,41.4,41.4,,28.55,58.20689157,29.06,12.33,
HFD,Water,W9,10,147,1.15,14.18,70.91,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W9,20,94,1.15,14.18,141.82,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W9,30,110,1.65,20.35,172.65,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W9,40,90,1.9,23.43,218.9,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W9,50,98,2.6,32.06,277.48,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W9,60,117,3.4,41.93,369.97,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W9,70,102,3.68,45.38,436.57,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W9,80,135,4.2,51.8,485.9,662.3,1544.89,5343.17,,,,80,135,219.23,51.8,662.3,69984.42,2,3993172.5,57.06,5.26,87.29,42.27,,29.65,27.41,
HFD,Water,W9,85,130,4.07,50.19,254.97,555.89,1531.09,1813.66,,,,85,130,211.73,50.19,555.89,60820.26,2,3993172.5,65.66,15.46,62.65,50.5,,40.77,24.88,
HFD,Water,W9,90,115,4.07,50.19,250.97,517.9,1540.52,921.38,,,,90,115,172.99,50.19,517.9,69352.2,2,3993172.5,57.58,7.39,82.16,50.07,,35.45,22.13,
HFD,Water,W9,100,116,4.15,51.18,506.86,511.39,1707.42,468.25,,38.33,,100,116,184.24,51.18,511.39,64300.24,2,3993172.5,62.1,10.92,73.62,53.54,,40.88,21.22,
HFD,Water,W9,110,143,4.2,51.8,514.88,551.82,1817.84,376.5,,,,110,143,242.35,51.8,551.82,52747.89,2,3993172.5,75.7,23.91,42.25,52.94,,49.28,26.43,
HFD,Water,W9,120,145,4.2,51.8,517.96,524.99,1865.9,336.15,139.47,,,120,145,262.34,51.8,524.99,46358.65,2,3993172.5,86.14,34.34,17.05,59.4,,62.92,23.22,
HFD,Water,W10,-10,149,0,0,,1215.95,,,26.71,41.85,,-10,149,239.85,0,1215.95,117442.5,1,1991247.8,16.96,16.96,,11.38,93.47342855,9.7,7.26,
HFD,Water,W10,10,135,1.15,14.14,70.72,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W10,20,164,1.45,17.83,159.89,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W10,30,165,1.2,14.76,162.97,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W10,40,148,1.1,13.53,141.44,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W10,50,111,1.1,13.53,135.29,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W10,60,131,1.5,18.45,159.89,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W10,70,118,1.95,23.98,212.17,,,,,,,,,,,,,,,,,,,,,,
HFD,Water,W10,80,122,2.55,31.36,276.74,1956.74,2807.32,7542.7,,,,80,122,210.48,31.36,1956.74,215359.11,2,3982495.5,18.49,-12.87,175.91,15.16,,7.05,11.45,
HFD,Water,W10,85,140,2.75,33.82,162.97,1751.08,2818.55,2798.91,,,,85,140,250.47,33.82,1751.08,161955.88,2,3982495.5,24.59,-9.23,154.46,17.56,,10.86,13.73,
HFD,Water,W10,90,146,2.65,32.59,166.04,1746.44,2944.71,1546.49,,,,90,146,249.22,32.59,1746.44,162336.57,2,3982495.5,24.53,-8.06,147.54,16.8,,10.36,14.17,
HFD,Water,W10,100,127,2.45,30.13,313.64,1693.21,3086.18,839.22,,45.04,,100,127,232.97,30.13,1693.21,168363.07,2,3982495.5,23.65,-6.48,138.22,18.63,,11.07,12.58,
HFD,Water,W10,110,128,2.48,30.5,303.18,1638.21,3205.47,556.47,,,,110,128,224.23,30.5,1638.21,169248.77,2,3982495.5,23.53,-6.97,141.12,18.38,,10.87,12.66,
